2004;Jack Greenfield;Software Factories: Assembling Applications with Patterns, Models, Frameworks and Tools.;488;1;Invited Speakers;;
2004;Peter D. Mosses;Modular Language Descriptions.;489;1;Invited Speakers;;
2003;Calton Pu,Laurent Reveillere,Hedi Hamdi,Charles Consel,Lenin Singaravelu,Haiyan Yu;Spidle: A DSL Approach to Specifying Streaming Applications.;1-17;17;Domain-Specific Languages;;selected
2003;Daniel Kastner;TDL: A Hardware Description Language for Retargetable Postpass Optimizations and Analyses.;18-36;19;Domain-Specific Languages;;selected
2003;Kevin Hammond,Greg Michaelson;Hume: A Domain-Specific Language for Real-Time Embedded Systems.;37-56;20;Domain-Specific Languages;;selected
2003;Liwen Huang,Xavier Leroy,Walid Taha,Cristiano Calcagno;Implementing Multi-stage Languages Using ASTs, Gensym, and Reflection.;57-76;20;Staged Programming;;selected
2003;Richard R. Muntz,Zhenghao Wang;On Stage Ordering in Staged Computation.;77-96;20;Staged Programming;;selected
2003;Walid Taha,Patricia Johann;Staged Notational Definitions.;97-116;20;Staged Programming;;selected
2003;Olivier Danvy;A Journey from Interpreters to Compilers and Virtual Machines.;117;1;Invited Talk;;
2003;Jose Maria Troya Linero,Monica Pinto,Lidia Fuentes;DAOP-ADL: An Architecture Description Language for Dynamic Component and Aspect-Based Development.;118-137;20;Modeling to Code;;selected
2003;Kumar Gaurav Chhokra,Akos Ledeczi,Brandon K. Eames,Steven Nordstrom,Jonathan Sprinkle,Shweta Shetty;ANEMIC: Automatic Interface Enabler for Model Integrated Computing.;138-150;13;Modeling to Code;;selected
2003;Aniruddha S. Gokhale,Balachandran Natarajan,Sandeep Neema,Douglas C. Schmidt,Jeffrey G. Gray,Ted Bapty;An Approach for Supporting Aspect-Oriented Domain Modeling.;151-168;18;Aspect-Orientation;;selected
2003;Michael Haupt,Mira Mezini,Mariano Cilia,Alejandro P. Buchmann;The Convergence of AOP and Active Databases: Towards Reactive Middleware.;169-188;20;Aspect-Orientation;;selected
2003;Shigeru Chiba,Yoshiki Sato,Michiaki Tatsubori;A Selective, Just-in-Time Aspect Weaver.;189-208;20;Aspect-Orientation;;selected
2003;Istvan Zolyomi,Zoltan Porkolab,Tamas Kozsik;An Extension to the Subtype Relationship in C++ Implemented with Template Metaprogramming.;209-227;19;Meta-programming and Language Extension;;selected
2003;Jaakko Jarvi,Andrew Lumsdaine,Jeremiah Willcock;Concept-Controlled Polymorphism.;228-244;17;Meta-programming and Language Extension;;selected
2003;Thomas Cleenewerck;Component-Based DSL Development.;245-264;20;Meta-programming and Language Extension;;selected
2003;Peri L. Tarr;Towards a More Piece-ful World.;265-266;2;Invited Talk;;
2003;Vaclav Cechticky,Alessandro Pasetti,Walter Schaufelberger,Philippe Chevalley;A Genertative Approach to Framework Instantiation.;267-286;20;Automating Design-to-Code Transitions;;selected
2003;Daniel von Dincklage;Making Patterns Explicit with Metaprogramming.;287-306;20;Automating Design-to-Code Transitions;;selected
2003;S. Doaitse Swierstra,Joao Saraiva;Generating Spreadsheet-Like Tools from Strong Attribute Grammars.;307-323;17;Principled Domain-Specific Approaches;;selected
2003;Reza Ziaei,Gul Agha;SynchNet: A Petri Net Based Coordination Language for Distributed Objects.;324-343;20;Principled Domain-Specific Approaches;;selected
2003;Simon J. Cox,Daniel Elphick,Michael Leuschel;Partial Evaluation of MATLAB.;344-363;20;Principled Domain-Specific Approaches;;selected
2003;Muga Nishizawa,Shigeru Chiba;An Easy-to-Use Toolkit for Efficient Java Bytecode Translators.;364-376;13;Generationn and Translation;;selected
2003;Alexander L. Wolf,Matthew J. Rutherford;A Case for Test-Code Generation in Model-Driven Systems.;377-396;20;Generationn and Translation;;selected
2002;Arne J. Glenstrup,Neil D. Jones;Program Generation, Termination, and Binding-Time Analysis.;1-31;31;Invited Papers;;
2002;Gabor Karsai,Janos Sztipanovits;Generative Programming for Embedded Systems.;32-49;18;Invited Papers;;
2002;Antonio Cisternino,Giuseppe Attardi;Self Reflection for Adaptive Programming.;50-65;16;Regular Papers;;selected
2002;Godmar Back;DataScript - A Specification and Scripting Language for Binary Data.;66-77;12;Regular Papers;;selected
2002;Vincent Balat,Olivier Danvy;Memoization in Type-Directed Partial Evaluation.;78-92;15;Regular Papers;;selected
2002;Michel Barbeau,Francis Bordeleau;A Protocol Stack Development Tool Using Generative Programming.;93-109;17;Regular Papers;;selected
2002;Kim Mens,Johan Brichau,Kris De Volder;Building Composable Aspect-Specific Languages with Logic Metaprogramming.;110-127;18;Regular Papers;;selected
2002;Gregory Butler;Architectural Refactoring in Framework Evolution: A Case Study.;128-139;12;Regular Papers;;selected
2002;Zhenjiang Hu,Wei-Ngan Chin;Towards a Modular Program Derivation via Fusion and Tupling.;140-155;16;Regular Papers;;selected
2002;Peter Unger,Krzysztof Czarnecki,Ulrich W. Eisenecker,Thomas Bednasch;Generative Programming for Embedded Software: An Industrial Experience Report.;156-172;17;Regular Papers;;selected
2002;Remi Douence,Pascal Fradet,Mario Sudholt;A Framework for the Detection and Resolution of Aspect Interactions.;173-188;16;Regular Papers;;selected
2002;Tzilla Elrad,Omar Aldawud,Atef Bader;Aspect-Oriented Modeling: Bridging the Gap between Implementation and Design.;189-201;13;Regular Papers;;selected
2002;Oleg Kiselyov;Macros That Compose: Systematic Macro Programming.;202-217;16;Regular Papers;;selected
2002;Chin Soon Lee;Program Termination Analysis in Polynomial Time.;218-235;18;Regular Papers;;selected
2002;Jeffrey G. Gray,Sandeep Neema,Aniruddha S. Gokhale,Ted Bapty;Generators for Synthesis of QoS Adaptation in Distributed Real-Time Embedded Systems.;236-251;16;Regular Papers;;selected
2002;Florian Kruper,Markus L. Noga;Optimizing Content Management System Pipelines.;252-267;16;Regular Papers;;selected
2002;Joao Saraiva;Component-Based Programming for Higher-Order Attribute Grammars.;268-282;15;Regular Papers;;selected
2002;Marc Segura-Devillechaise,Jose M. Piquer,Jacques Noye,Eric Tanter;Altering Java Semantics via Bytecode Manipulation.;283-298;16;Regular Papers;;selected
2002;Eelco Visser;Meta-programming with Concrete Object Syntax.;299-315;17;Regular Papers;;selected
2002;Richard R. Muntz,Zhenghao Wang;Managing Dynamic Changes in Multi-stage Program Generation Systems.;316-334;19;Regular Papers;;selected
2001;Krzysztof Czarnecki;Generative Programming and Software System Families.;1;1;;;
2001;Tim Sheard;Accomplishments and Research Challenges in Meta-programming.;2-44;43;;;
2001;Mitchell Wand;A Semantics for Advice and Dynamic Join Points in Aspect-Oriented Programming.;45-46;2;;;
2001;Patricia Johann;Short Cut Fusion: Proved and Improved.;47-71;25;;;selected
2001;Zhenjiang Hu,Isao Sasano,Masato Takeichi;Generation of Efficient Programs for Solving Maximum Multi-marking Problems.;72-91;20;;;selected
2001;Daniel Damian,Olivier Danvy;Static Transition Compression.;92-107;16;;;selected
2001;Olivier Danvy,Bernd Grobauer,Morten Rhiger;A Unifying Approach to Goal-Directed Evaluation.;108-125;18;;;selected
2001;Kenichi Asai;Integrating Partial Evaluators into Interpreters.;126-145;20;;;selected
2001;David Wakeling;A Design Methodology for Functional Programs.;146-162;17;;;selected
2001;William L. Harrison,Tim Sheard;Dynamically Adaptable Software with Metacomputations in a Staged Language.;163-182;20;;;selected
2001;Rosario Pugliese,Eugenio Moggi,GianLuigi Ferrari;MetaKlaim: Meta-programming for Global Computing.;183-198;16;;;selected
2001;Christoph Armin Herrmann,Christian Lengauer;A Transformational Approach which Combines Size Inference and Program Optimization.;199-218;20;;;selected
2000;Richard B. Kieburtz;Implementing Closed Domain-Specific Languages.;1-2;2;Invited Talks;;
2000;Don S. Batory;Refinements and Product Line Architectures.;3-4;2;Invited Talks;;
2000;Frank Pfenning;Reasoning about Staged Computation.;5-6;2;Invited Talks;;
2000;Gilles Muller;Specialization of Systems Programs: Lessons and Perspectives.;7-8;2;Invited Talks;;
2000;Conal M. Elliott,Sigbjorn Finne,Oege de Moor;Compiling Embedded Languages.;9-27;19;Technical Papers;;selected
2000;Samuel N. Kamin,Lars Raeder Clausen,Miranda Callahan;Lightweight and Generative Components 2: Binary-Level Components.;28-50;23;Technical Papers;;selected
2000;Peter Thiemann,Simon Helsen;Fragmental Specialization.;51-71;21;Technical Papers;;selected
2000;Litong Song,Yoshihiko Futamura;A New Termination Approach for Specialization.;72-91;20;Technical Papers;;selected
2000;Eugenio Moggi,Cristiano Calcagno;Multi-Stage Imperative Languages: A Conservative Extension Result.;92-107;16;Technical Papers;;selected
2000;Adam Fischbach,John Hannan;Specification and Correctness of Lambda Lifting.;108-128;21;Technical Papers;;selected
2000;Henning Makholm;On Jones-Optimal Specialization for Strongly Typed Languages.;129-148;20;Technical Papers;;selected
2000;Norman Ramsey;Pragmatic Aspects of Reusable Program Generators.;149-171;23;Position Papers;;selected
2000;Stefano Berardi,Paola Giannini,Mario Coppo,Ferruccio Damiani;Type-Based Useless-Code Elimination for Functional Programs.;172-189;18;Position Papers;;selected
2000;James Demmel,Richard W. Vuduc;Code Generators for Automatic Tuning of Numerical Kernels: Experiences with FFTW.;190-211;22;Position Papers;;selected
2000;Thomas Pressburger,Johann Schumann,Bernd M. Fischer;Generating Data Analysis Programs from Statistical Models.;212-229;18;Position Papers;;selected
